file_id,subset_id,relative_file_path,rpm_mean,torque_mean_nm,rpm_bin,torque_bin,stratum,split,split_version,random_seed
A-0063,A_full_set,dataset/audio/A_full_set/064_Engine-A.wav,2722.2005327219563,-77.22754160563152,1,0,R1_T0,train,SPLIT-001,42
A-0064,A_full_set,dataset/audio/A_full_set/065_Engine-A.wav,4122.28424930314,-68.58737687108317,2,0,R2_T0,train,SPLIT-001,42
A-0065,A_full_set,dataset/audio/A_full_set/066_Engine-A.wav,2349.7673903054338,166.77735326089834,1,2,R1_T2,train,SPLIT-001,42
A-0066,A_full_set,dataset/audio/A_full_set/067_Engine-A.wav,1728.4936910076194,-25.10514644426382,0,0,R0_T0,train,SPLIT-001,42
A-0067,A_full_set,dataset/audio/A_full_set/068_Engine-A.wav,2279.930553591348,-36.21156258311698,1,0,R1_T0,train,SPLIT-001,42
A-0068,A_full_set,dataset/audio/A_full_set/069_Engine-A.wav,1931.4222222098167,131.11026407257327,1,2,R1_T2,train,SPLIT-001,42
A-0069,A_full_set,dataset/audio/A_full_set/070_Engine-A.wav,1792.3026495832737,-21.62733434661617,1,0,R1_T0,train,SPLIT-001,42
A-0070,A_full_set,dataset/audio/A_full_set/071_Engine-A.wav,1307.882850150752,-14.145694980776408,0,1,R0_T1,train,SPLIT-001,42
A-0071,A_full_set,dataset/audio/A_full_set/072_Engine-A.wav,2244.7128206009925,161.22341931829334,1,2,R1_T2,train,SPLIT-001,42
A-0072,A_full_set,dataset/audio/A_full_set/073_Engine-A.wav,1853.706433779502,366.05972977511607,1,3,R1_T3,train,SPLIT-001,42
A-0073,A_full_set,dataset/audio/A_full_set/074_Engine-A.wav,1207.2020491933436,15.389830529851318,0,1,R0_T1,test,SPLIT-001,42
A-0074,A_full_set,dataset/audio/A_full_set/075_Engine-A.wav,1015.122104950455,-10.781684843432002,0,1,R0_T1,test,SPLIT-001,42
A-0075,A_full_set,dataset/audio/A_full_set/076_Engine-A.wav,1398.904077276628,-10.34394153088412,0,1,R0_T1,train,SPLIT-001,42
A-0076,A_full_set,dataset/audio/A_full_set/077_Engine-A.wav,4789.440377294855,-76.27466568778847,3,0,R3_T0,train,SPLIT-001,42
A-0077,A_full_set,dataset/audio/A_full_set/078_Engine-A.wav,2391.8591795793195,169.53604059030172,1,2,R1_T2,train,SPLIT-001,42
A-0078,A_full_set,dataset/audio/A_full_set/079_Engine-A.wav,4391.864770408568,-70.86771884907876,2,0,R2_T0,test,SPLIT-001,42
A-0079,A_full_set,dataset/audio/A_full_set/080_Engine-A.wav,6289.20926504988,153.07005678089007,3,2,R3_T2,train,SPLIT-001,42
A-0080,A_full_set,dataset/audio/A_full_set/081_Engine-A.wav,1474.752527459204,-16.217465387773384,0,1,R0_T1,train,SPLIT-001,42
A-0081,A_full_set,dataset/audio/A_full_set/082_Engine-A.wav,4755.724594715811,-29.47032985325428,3,0,R3_T0,validation,SPLIT-001,42
A-0082,A_full_set,dataset/audio/A_full_set/083_Engine-A.wav,3080.3713268703887,485.5714723023619,2,3,R2_T3,test,SPLIT-001,42
A-0083,A_full_set,dataset/audio/A_full_set/084_Engine-A.wav,3238.62514134022,-52.72667391190361,2,0,R2_T0,test,SPLIT-001,42
A-0084,A_full_set,dataset/audio/A_full_set/085_Engine-A.wav,1362.9688293953252,185.39877175638668,0,2,R0_T2,test,SPLIT-001,42
A-0085,A_full_set,dataset/audio/A_full_set/086_Engine-A.wav,1301.2477895431723,147.432170082237,0,2,R0_T2,test,SPLIT-001,42
A-0086,A_full_set,dataset/audio/A_full_set/087_Engine-A.wav,3552.904845447075,-82.33977795939458,2,0,R2_T0,train,SPLIT-001,42
A-0087,A_full_set,dataset/audio/A_full_set/088_Engine-A.wav,3458.241865370009,-60.873623617942414,2,0,R2_T0,train,SPLIT-001,42
A-0088,A_full_set,dataset/audio/A_full_set/089_Engine-A.wav,991.1952579570656,12.906316121419271,0,1,R0_T1,validation,SPLIT-001,42
A-0089,A_full_set,dataset/audio/A_full_set/090_Engine-A.wav,5994.719380424136,338.67707346385214,3,3,R3_T3,train,SPLIT-001,42
A-0090,A_full_set,dataset/audio/A_full_set/091_Engine-A.wav,735.0894191913177,-8.69630043048811,0,1,R0_T1,train,SPLIT-001,42
A-0091,A_full_set,dataset/audio/A_full_set/092_Engine-A.wav,1629.5562428833668,142.60248794142146,0,2,R0_T2,train,SPLIT-001,42
A-0092,A_full_set,dataset/audio/A_full_set/093_Engine-A.wav,3434.075354495992,328.860903845893,2,3,R2_T3,train,SPLIT-001,42
A-0093,A_full_set,dataset/audio/A_full_set/094_Engine-A.wav,4961.953548751872,272.12998175685647,3,3,R3_T3,test,SPLIT-001,42
A-0094,A_full_set,dataset/audio/A_full_set/095_Engine-A.wav,4974.564119664634,-80.48068142195704,3,0,R3_T0,train,SPLIT-001,42
A-0095,A_full_set,dataset/audio/A_full_set/096_Engine-A.wav,5104.046607599026,167.75257617154418,3,2,R3_T2,train,SPLIT-001,42
A-0096,A_full_set,dataset/audio/A_full_set/097_Engine-A.wav,2173.8226614024256,363.7875426687845,1,3,R1_T3,validation,SPLIT-001,42
A-0097,A_full_set,dataset/audio/A_full_set/098_Engine-A.wav,2326.414071280381,-22.101411074970876,1,0,R1_T0,validation,SPLIT-001,42
A-0098,A_full_set,dataset/audio/A_full_set/099_Engine-A.wav,2666.789229064776,-19.926682759106644,1,1,R1_T1,validation,SPLIT-001,42
A-0099,A_full_set,dataset/audio/A_full_set/100_Engine-A.wav,6482.669803033392,510.52046999873886,3,3,R3_T3,train,SPLIT-001,42
A-0100,A_full_set,dataset/audio/A_full_set/101_Engine-A.wav,3701.4798761383295,167.61630500235208,2,2,R2_T2,train,SPLIT-001,42
A-0101,A_full_set,dataset/audio/A_full_set/102_Engine-A.wav,2459.880831958802,230.4227283653528,1,3,R1_T3,train,SPLIT-001,42
A-0102,A_full_set,dataset/audio/A_full_set/103_Engine-A.wav,3011.1202476716185,456.4578098530218,2,3,R2_T3,train,SPLIT-001,42
A-0103,A_full_set,dataset/audio/A_full_set/104_Engine-A.wav,4190.232638227261,114.58026555172474,2,2,R2_T2,train,SPLIT-001,42
A-0104,A_full_set,dataset/audio/A_full_set/105_Engine-A.wav,2019.015103368578,214.61984070982064,1,2,R1_T2,test,SPLIT-001,42
A-0105,A_full_set,dataset/audio/A_full_set/106_Engine-A.wav,2696.231010354308,-63.36800319392507,1,0,R1_T0,train,SPLIT-001,42
A-0106,A_full_set,dataset/audio/A_full_set/107_Engine-A.wav,1780.416814176364,-26.488569630132623,1,0,R1_T0,train,SPLIT-001,42
A-0107,A_full_set,dataset/audio/A_full_set/108_Engine-A.wav,5413.188608759212,344.9107839858466,3,3,R3_T3,validation,SPLIT-001,42
A-0108,A_full_set,dataset/audio/A_full_set/109_Engine-A.wav,1351.6866068852949,-11.978906357514504,0,1,R0_T1,train,SPLIT-001,42
A-0109,A_full_set,dataset/audio/A_full_set/110_Engine-A.wav,4509.693567022721,345.2979707588671,3,3,R3_T3,validation,SPLIT-001,42
A-0110,A_full_set,dataset/audio/A_full_set/111_Engine-A.wav,3778.089046219823,171.09411689324108,2,2,R2_T2,train,SPLIT-001,42
A-0111,A_full_set,dataset/audio/A_full_set/112_Engine-A.wav,3892.907046496384,275.9578800976761,2,3,R2_T3,train,SPLIT-001,42
A-0112,A_full_set,dataset/audio/A_full_set/113_Engine-A.wav,5028.280266935792,665.556325590441,3,3,R3_T3,test,SPLIT-001,42
A-0113,A_full_set,dataset/audio/A_full_set/114_Engine-A.wav,3626.923951300773,163.58990401954384,2,2,R2_T2,train,SPLIT-001,42
A-0114,A_full_set,dataset/audio/A_full_set/115_Engine-A.wav,6420.696096756271,161.1704731245997,3,2,R3_T2,test,SPLIT-001,42
A-0115,A_full_set,dataset/audio/A_full_set/116_Engine-A.wav,2896.038861778693,-50.97769987938527,1,0,R1_T0,train,SPLIT-001,42
A-0116,A_full_set,dataset/audio/A_full_set/117_Engine-A.wav,6205.32226252362,114.56168528817857,3,2,R3_T2,train,SPLIT-001,42
A-0117,A_full_set,dataset/audio/A_full_set/118_Engine-A.wav,5739.061870955696,567.4250911737123,3,3,R3_T3,train,SPLIT-001,42
A-0118,A_full_set,dataset/audio/A_full_set/119_Engine-A.wav,3488.760700587657,-60.3306516011556,2,0,R2_T0,train,SPLIT-001,42
A-0119,A_full_set,dataset/audio/A_full_set/120_Engine-A.wav,5451.637030019581,165.55064222668906,3,2,R3_T2,test,SPLIT-001,42
A-0120,A_full_set,dataset/audio/A_full_set/121_Engine-A.wav,2723.544231669869,160.60860255759158,1,2,R1_T2,train,SPLIT-001,42
A-0121,A_full_set,dataset/audio/A_full_set/122_Engine-A.wav,2577.73751204576,-35.96288386399184,1,0,R1_T0,train,SPLIT-001,42
A-0122,A_full_set,dataset/audio/A_full_set/123_Engine-A.wav,1200.5380981982885,24.36282816941176,0,1,R0_T1,validation,SPLIT-001,42
A-0123,A_full_set,dataset/audio/A_full_set/124_Engine-A.wav,2528.630298004564,-20.51185147872139,1,1,R1_T1,train,SPLIT-001,42
A-0124,A_full_set,dataset/audio/A_full_set/125_Engine-A.wav,4220.005527373482,453.2643461580957,2,3,R2_T3,train,SPLIT-001,42
A-0125,A_full_set,dataset/audio/A_full_set/126_Engine-A.wav,2402.940593764395,-26.05170393754581,1,0,R1_T0,test,SPLIT-001,42
A-0126,A_full_set,dataset/audio/A_full_set/127_Engine-A.wav,3260.616032153287,8.65066724741039,2,1,R2_T1,train,SPLIT-001,42
A-0127,A_full_set,dataset/audio/A_full_set/128_Engine-A.wav,941.715130896426,16.78654735327413,0,1,R0_T1,validation,SPLIT-001,42
A-0128,A_full_set,dataset/audio/A_full_set/129_Engine-A.wav,1065.0525907190834,-6.748951495824468,0,1,R0_T1,train,SPLIT-001,42
A-0129,A_full_set,dataset/audio/A_full_set/130_Engine-A.wav,5689.118187971066,615.2316197521328,3,3,R3_T3,validation,SPLIT-001,42
A-0130,A_full_set,dataset/audio/A_full_set/131_Engine-A.wav,3927.444062581877,231.96180235079635,2,3,R2_T3,train,SPLIT-001,42
A-0131,A_full_set,dataset/audio/A_full_set/132_Engine-A.wav,3002.352109252599,126.47082357225702,2,2,R2_T2,train,SPLIT-001,42
A-0132,A_full_set,dataset/audio/A_full_set/133_Engine-A.wav,2373.95293744922,-39.45764267670753,1,0,R1_T0,train,SPLIT-001,42
A-0133,A_full_set,dataset/audio/A_full_set/134_Engine-A.wav,5683.266188553337,116.57508061051033,3,2,R3_T2,train,SPLIT-001,42
A-0134,A_full_set,dataset/audio/A_full_set/135_Engine-A.wav,5985.09709634755,-82.54739182428293,3,0,R3_T0,test,SPLIT-001,42
A-0135,A_full_set,dataset/audio/A_full_set/136_Engine-A.wav,3184.4502792771914,-73.80395930633958,2,0,R2_T0,test,SPLIT-001,42
A-0136,A_full_set,dataset/audio/A_full_set/137_Engine-A.wav,1688.6460306844738,-22.553926483402407,0,0,R0_T0,train,SPLIT-001,42
A-0137,A_full_set,dataset/audio/A_full_set/138_Engine-A.wav,1807.704315082168,-66.07528319526817,1,0,R1_T0,train,SPLIT-001,42
A-0138,A_full_set,dataset/audio/A_full_set/139_Engine-A.wav,3319.085174811105,164.91797542135,2,2,R2_T2,test,SPLIT-001,42
A-0139,A_full_set,dataset/audio/A_full_set/140_Engine-A.wav,3908.117571910778,336.4046620843294,2,3,R2_T3,train,SPLIT-001,42
A-0140,A_full_set,dataset/audio/A_full_set/141_Engine-A.wav,3332.298007989541,695.6423839544639,2,3,R2_T3,validation,SPLIT-001,42
A-0141,A_full_set,dataset/audio/A_full_set/142_Engine-A.wav,2904.410161170856,164.74249340977448,1,2,R1_T2,train,SPLIT-001,42
A-0142,A_full_set,dataset/audio/A_full_set/143_Engine-A.wav,2689.1047046113467,94.27462363307716,1,2,R1_T2,test,SPLIT-001,42
A-0143,A_full_set,dataset/audio/A_full_set/144_Engine-A.wav,5307.19636798228,328.5588946252012,3,3,R3_T3,test,SPLIT-001,42
A-0144,A_full_set,dataset/audio/A_full_set/145_Engine-A.wav,5926.337852351991,-16.019882662180763,3,1,R3_T1,train,SPLIT-001,42
A-0145,A_full_set,dataset/audio/A_full_set/146_Engine-A.wav,1043.756494871,181.6359554267511,0,2,R0_T2,validation,SPLIT-001,42
A-0146,A_full_set,dataset/audio/A_full_set/147_Engine-A.wav,1475.1002934567005,109.92296849485982,0,2,R0_T2,train,SPLIT-001,42
A-0147,A_full_set,dataset/audio/A_full_set/148_Engine-A.wav,3799.0125030682975,120.0379203134759,2,2,R2_T2,train,SPLIT-001,42
A-0148,A_full_set,dataset/audio/A_full_set/149_Engine-A.wav,5386.310227848522,115.20252008981342,3,2,R3_T2,train,SPLIT-001,42
A-0149,A_full_set,dataset/audio/A_full_set/150_Engine-A.wav,3528.912489459444,-58.38743623356186,2,0,R2_T0,validation,SPLIT-001,42
A-0150,A_full_set,dataset/audio/A_full_set/151_Engine-A.wav,935.5141290652208,-32.58376028023514,0,0,R0_T0,train,SPLIT-001,42
A-0151,A_full_set,dataset/audio/A_full_set/152_Engine-A.wav,3020.7587083180747,694.9528220928077,2,3,R2_T3,train,SPLIT-001,42
A-0152,A_full_set,dataset/audio/A_full_set/153_Engine-A.wav,3593.639342765498,48.88405306229424,2,1,R2_T1,train,SPLIT-001,42
A-0153,A_full_set,dataset/audio/A_full_set/154_Engine-A.wav,4131.435316752612,49.22094624216964,2,1,R2_T1,train,SPLIT-001,42
A-0154,A_full_set,dataset/audio/A_full_set/155_Engine-A.wav,1238.6451514432747,-9.346152463256503,0,1,R0_T1,train,SPLIT-001,42
A-0155,A_full_set,dataset/audio/A_full_set/156_Engine-A.wav,5913.678298666916,561.3593006738901,3,3,R3_T3,test,SPLIT-001,42
A-0156,A_full_set,dataset/audio/A_full_set/157_Engine-A.wav,1498.5020058837968,-14.56772178860765,0,1,R0_T1,train,SPLIT-001,42
A-0157,A_full_set,dataset/audio/A_full_set/158_Engine-A.wav,2959.880838678458,165.77733652378487,1,2,R1_T2,train,SPLIT-001,42
A-0158,A_full_set,dataset/audio/A_full_set/159_Engine-A.wav,5270.646334599027,168.42489159850248,3,2,R3_T2,validation,SPLIT-001,42
A-0159,A_full_set,dataset/audio/A_full_set/160_Engine-A.wav,5368.694274646597,644.4652168673083,3,3,R3_T3,train,SPLIT-001,42
A-0160,A_full_set,dataset/audio/A_full_set/161_Engine-A.wav,2410.909592983922,693.8852784347146,1,3,R1_T3,train,SPLIT-001,42
A-0161,A_full_set,dataset/audio/A_full_set/162_Engine-A.wav,852.7383894593884,25.141848444444012,0,1,R0_T1,train,SPLIT-001,42
A-0162,A_full_set,dataset/audio/A_full_set/163_Engine-A.wav,4600.225577315664,452.9844559046634,3,3,R3_T3,train,SPLIT-001,42
A-0163,A_full_set,dataset/audio/A_full_set/164_Engine-A.wav,4513.212635065429,30.108427978120744,3,1,R3_T1,train,SPLIT-001,42
A-0164,A_full_set,dataset/audio/A_full_set/165_Engine-A.wav,3294.13254855864,-57.25268249060786,2,0,R2_T0,validation,SPLIT-001,42
A-0165,A_full_set,dataset/audio/A_full_set/166_Engine-A.wav,2140.711853626944,357.8890574075342,1,3,R1_T3,train,SPLIT-001,42
A-0166,A_full_set,dataset/audio/A_full_set/167_Engine-A.wav,1788.685049661776,-29.57985446382021,1,0,R1_T0,train,SPLIT-001,42
A-0167,A_full_set,dataset/audio/A_full_set/168_Engine-A.wav,1765.8723676107763,296.73199521816844,0,3,R0_T3,train,SPLIT-001,42
A-0168,A_full_set,dataset/audio/A_full_set/169_Engine-A.wav,5081.239791291193,117.49394290169404,3,2,R3_T2,train,SPLIT-001,42
A-0169,A_full_set,dataset/audio/A_full_set/170_Engine-A.wav,1341.7210173154588,-11.473958653809255,0,1,R0_T1,train,SPLIT-001,42
A-0170,A_full_set,dataset/audio/A_full_set/171_Engine-A.wav,1964.0086414368168,2.7100617840361143,1,1,R1_T1,train,SPLIT-001,42
A-0171,A_full_set,dataset/audio/A_full_set/172_Engine-A.wav,2553.8003385229104,263.20828785165696,1,3,R1_T3,train,SPLIT-001,42
A-0172,A_full_set,dataset/audio/A_full_set/173_Engine-A.wav,6630.406592731123,325.42993917509364,3,3,R3_T3,train,SPLIT-001,42
A-0173,A_full_set,dataset/audio/A_full_set/174_Engine-A.wav,1044.0395808801418,90.34080883351768,0,2,R0_T2,train,SPLIT-001,42
A-0174,A_full_set,dataset/audio/A_full_set/175_Engine-A.wav,893.2660257115084,3.012592031944931,0,1,R0_T1,train,SPLIT-001,42
A-0175,A_full_set,dataset/audio/A_full_set/176_Engine-A.wav,3379.632025617894,166.2031512790256,2,2,R2_T2,validation,SPLIT-001,42
A-0176,A_full_set,dataset/audio/A_full_set/177_Engine-A.wav,6332.330487853852,35.435615546667755,3,1,R3_T1,train,SPLIT-001,42
A-0177,A_full_set,dataset/audio/A_full_set/178_Engine-A.wav,3958.065742141186,182.2148512760152,2,2,R2_T2,train,SPLIT-001,42
A-0178,A_full_set,dataset/audio/A_full_set/179_Engine-A.wav,3379.809794645645,306.2259757292626,2,3,R2_T3,test,SPLIT-001,42
A-0179,A_full_set,dataset/audio/A_full_set/180_Engine-A.wav,1344.5452857979744,212.6591407664688,0,2,R0_T2,train,SPLIT-001,42
A-0180,A_full_set,dataset/audio/A_full_set/181_Engine-A.wav,2354.103323566881,-75.2457181935711,1,0,R1_T0,train,SPLIT-001,42
A-0181,A_full_set,dataset/audio/A_full_set/182_Engine-A.wav,3428.686841328939,-59.794150716890165,2,0,R2_T0,test,SPLIT-001,42
A-0182,A_full_set,dataset/audio/A_full_set/183_Engine-A.wav,2436.5531880034987,-41.554778856313646,1,0,R1_T0,train,SPLIT-001,42
A-0183,A_full_set,dataset/audio/A_full_set/184_Engine-A.wav,701.5348847965561,-6.055711627329592,0,1,R0_T1,train,SPLIT-001,42
A-0184,A_full_set,dataset/audio/A_full_set/185_Engine-A.wav,2276.5311087880814,-59.70121185694422,1,0,R1_T0,train,SPLIT-001,42
A-0185,A_full_set,dataset/audio/A_full_set/186_Engine-A.wav,3994.380000354798,-87.3532250773939,2,0,R2_T0,test,SPLIT-001,42
A-0186,A_full_set,dataset/audio/A_full_set/187_Engine-A.wav,1731.860013512092,-25.183022403458597,0,0,R0_T0,validation,SPLIT-001,42
A-0187,A_full_set,dataset/audio/A_full_set/188_Engine-A.wav,5796.64544774911,408.97795938217865,3,3,R3_T3,train,SPLIT-001,42
